REFCODE;GFN2;PM7;PM6
SATGEB;0.1668;0.8827;0.1707
SATGIF;0.1814;0.2842;0.1607
SATGOL;0.8357;0.8759;0.9123
SATGUR;0.8208;0.8055;0.153
SATZUK;0.2228;0.2527;0.591
SAVSUG;0.289;0.5279;0.3724
SAVZEX;0.7456;0.7711;1.2008
SAVZUK;0.0758;0.1746;0.2272
SAXBAX;0.5934;0.6451;0.6002
SAXDEB;0.5615;0.4097;1.8356
SAXFIH;0.2542;0.2587;0.4748
SAXLEJ;1.3039;0.4885;1.9755
SAXNEL;0.3364;0.1799;1.2865
SAYFIH;0.1963;0.3334;1.0985
SAYHUV;0.7872;0.6813;1.8352
SAYMAH;0.3964;1.2916;0.355
SAYMEL;0.63;1.4739;0.2072
SAZDUV;0.3625;0.2763;1.6149
SAZLUD;0.8114;0.7494;1.0201
SAZMAI;0.2923;0.8098;0.4172
SEBZOR;0.2427;0.2877;0.8928
SEBZUX;0.2631;0.4099;1.3355
SECHEN;0.5999;0.6037;0.8534
SECHIR;0.2393;0.1781;0.8697
SEDCOT;0.2221;0.4043;0.5681
SEDHOZ;0.1846;0.2497;0.4648
SEDSAV;0.2142;0.3394;0.2296
SEFWAC;0.2116;0.8822;0.7133
SEGWOS;0.4037;0.477;0.7272
SEGXUZ;0.4035;0.4769;0.7162
SEHTUW;0.1435;0.7192;0.5559
SEHVEI;0.2188;0.3064;0.3977
SEHVIM;0.8299;0.8882;0.9179
SEHXAG;0.4027;0.4228;1.4073
SEHZIO;0.2165;0.4184;1.1667
SEJBOZ;0.2523;0.7172;0.3986
SEJLOK;1.63;1.3994;0.5951
SEJXEK;0.1695;0.4982;1.268
SEJXIO;0.4235;0.2056;0.9556
SELKID;0.1497;0.1999;0.3755
SELLUQ;0.3122;0.2643;0.6569
SELSUY;0.2554;0.5507;0.5644
SELVIO;0.849;0.7335;1.0057
SENLUS;0.0677;0.1528;0.2052
SENNAB;1.0125;2.3903;0.1631
SENNAB01;1.0157;2.1711;0.1569
SENQOS;1.2975;0.6937;1.1267
SEPWIT;0.2143;0.6108;0.7895
SERGOM;0.2505;0.3074;0.5795
SERWES;0.2886;0.5415;0.3317
SESGED;0.66;1.2964;0.8933
SESLUX;0.0383;0.1169;0.5822
SEWDAA;0.2339;1.2044;0.6478
SEWYOI;0.5455;0.3629;1.0825
SEWYUO;0.1909;0.55;1.3701
SEYGOS;0.1712;0.2979;0.9723
SIBQOL;0.3136;1.113;3.1898
SICZAG;0.437;0.2828;1.5372
SICZEK;0.505;0.4145;1.8523
SIDPUS;0.6771;1.2262;1.3932
SIFJIC;0.6731;0.7705;0.6806
SIFJUO;0.7286;0.819;1.6439
SIFPIG10;0.2757;1.0607;0.8489
SIGYOW01;0.4368;0.7042;0.2846
SIHXIQ;0.0939;0.3697;0.9637
SIHXIQ01;0.1148;0.379;0.9841
SILPAG;0.1874;0.3442;0.2909
SINQAJ;0.1357;1.3033;0.1639
SIQVAQ;0.4302;0.3469;0.9459
SIRHUY;1.9724;0.6242;0.4099
SIRMIP;0.3561;0.3459;0.771
SISKOU;0.4262;1.1989;0.67
SISWEW;0.3272;1.0103;0.7048
SITJEK;0.3269;0.5709;0.5624
SIWSAS;0.0729;0.2169;0.1527
SIWVAV;0.4342;1.7967;2.0284
SIYJOB;0.342;0.3258;0.7237
SIYJUH;0.399;0.3518;0.8068
SIYKEQ;0.1222;0.3266;0.847
SIYTEB;0.2765;0.3692;0.9382
SIYTIF;0.4878;0.3423;0.6207
SIYXED;0.3435;0.4802;1.04
SIYXON;0.1601;0.1613;0.6821
SIZGEN;0.377;0.3389;0.8526
SIZNUK;0.4237;0.5358;1.0432
SIZPAS;0.1999;0.2935;0.6818
SIZVED;0.5011;0.629;0.7547
SOBKIE;0.5533;0.2568;0.6314
SOBPAA;1.0511;0.7833;0.9185
SOBQIJ;0.1661;0.2364;0.3994
SOBQUV;0.1236;0.1159;0.1739
SOCMEC;0.9354;0.4391;0.8809
SOCNED;0.4872;0.2846;0.6538
SOCVUB02;0.2482;0.246;0.476
SOCWAI;0.1459;0.3761;0.256
SODMIH;0.8244;0.52;2.2839
SOFGOL;1.0808;0.904;0.9805
SOGLIJ02;0.1985;1.071;0.2163
SOGLOP;0.1902;0.1886;0.3876
SOGXOB;0.1545;0.3474;1.0928
SOKMEK;0.2293;1.0015;0.1985
SOKMEK10;0.2321;0.9599;0.1979
SOKMIO;0.105;0.1295;0.2483
SOLCUT;0.255;0.3263;0.3345
SOLDAA;0.7243;0.2934;0.3918
SOLDII;0.5376;0.6739;0.5236
SOMBOL;0.2295;0.2971;0.4507
SOMFEH;0.937;0.8299;1.2805
SOPFAF;0.131;0.9138;0.3083
SOPVIC;0.1453;0.3826;0.3532
SORBFE;0.12;0.313;0.3459
SOSGEN;0.2911;0.2827;1.0448
SOSXUU;0.0792;0.3099;0.3782
SOTLET;1.3195;1.4991;1.7963
SOVJIX;0.5971;0.6634;0.1955
SOVJOD;1.2661;0.2272;0.8871
SOXJEU;0.4712;0.3993;0.7664
SOYNEB;0.1797;0.4192;0.1891
SPHFEC10;0.1692;0.2174;0.6988
STYRFE10;0.3048;0.4442;0.3856
SUBNOS;0.1573;0.2676;1.0192
SUBPAI;0.1549;0.9007;0.3233
SUBPIQ;0.8507;1.5771;0.9697
SUBPOW;0.7773;0.833;1.1153
SUBQOV;1.2223;1.8356;1.6294
SUCKIK;0.3722;0.2114;0.6335
SUCWES;0.2737;1.1108;0.8217
SUDHUU;0.3622;0.9803;1.0364
SUDJAC;0.1515;0.6038;0.8867
SUDJUW;0.5477;1.3852;1.0829
SUDJUW10;0.5477;1.3852;1.0829
SUGWIB;0.1182;0.219;1.1043
SUGXID;0.2686;0.3731;0.5959
SUHFIM;0.2719;0.2448;0.3096
SUHMUE;0.212;0.3364;0.5044
SUJVAW;0.3689;0.2932;0.5027
SUJWEZ;0.5964;0.9119;1.7476
SUMBIN;0.3887;0.9221;0.692
SUNNIA;0.8347;0.727;0.2148
SUPNOG;0.316;0.3295;0.5486
SUPXIK;0.2089;0.2553;0.4172
SUQMAS;0.1875;0.2835;0.458
SUQPEA;0.2536;0.8199;0.7577
SURFAM;0.242;0.7806;0.1605
SURFIU01;0.1211;0.1367;0.208
SURFIU04;0.1315;0.1659;0.1733
SURFIU05;0.1211;0.1367;0.208
SURMAT;0.0714;0.0867;0.2541
SURMEX;0.1842;0.2223;0.3261
SUTXEK;0.1605;0.2696;0.3311
SUYQOU;0.2967;0.533;1.1221
SUYQUA;0.091;0.2175;1.1913
SUZFOK;1.0284;1.9271;2.8154
SUZQUZ;0.618;0.3241;0.9414
TABGEJ;0.2181;0.137;0.6951
TABZEC;0.1557;0.4717;0.1867
TACFAE;0.3018;0.6648;0.5663
TACFOU;0.1018;0.0943;0.2021
TACTUM;0.0498;0.1091;0.3222
TACXUQ;0.1848;0.3377;0.7599
TADHOX;0.5589;1.4547;2.3989
TADQUN;0.3911;0.6622;1.4839
TADVIG;0.6069;0.6148;0.6023
TAGGOX;0.1494;0.3356;0.7003
TAGLES01;0.0848;0.1578;0.5411
TAGLES10;0.0884;0.1594;0.552
TAKKUO;0.1856;0.1616;0.532
TAKLAV;0.2967;0.2468;0.5105
TAKRIH;0.2856;0.3524;0.1977
TAKWEJ;0.3758;0.2852;0.2784
TAKZAJ;0.4343;0.3359;1.1579
TALDIU;0.3783;0.4553;0.4003
TALDOA;0.2217;1.6521;0.5204
TALFOB;0.3775;0.3821;0.7666
TALFUI;0.5329;0.7405;1.6848
TALGAP;0.5343;0.7391;1.6853
TALGET;0.5877;0.5817;1.6234
TALQON;0.3902;0.5845;0.4622
TALQUT;0.324;0.5853;0.523
TALRAA;0.2416;0.3332;0.5554
TALRAA01;0.2225;0.6363;0.5757
TALZEL;0.138;0.6888;0.28
TALZEL01;0.1398;0.7043;0.2666
TAMBIT;0.2173;0.4358;0.6064
TANBES;0.2955;0.8114;1.9793
TAPIFE01;0.4396;0.6198;0.6922
TAPIFE02;0.3152;0.6196;0.9556
TAPUFE;0.1922;0.2043;0.4658
TAPXEO;0.1786;0.4845;0.3267
TAPZOC;0.1018;0.2247;0.4575
TARRIN;0.1081;0.7403;0.5187
TARYUI;0.13;0.8555;0.2215
TARZAP;0.1416;0.72;0.4145
TARZET;0.0805;0.3012;0.2144
TASSEM;0.6107;0.6419;0.8947
TATQAI;0.6548;0.3954;1.3925
TATWAM;0.7883;1.0147;1.6359
TAVMOV;0.4542;0.6521;0.8063
TAVNOT;0.1382;0.2152;0.5131
TAWFIH;0.8083;0.5868;0.6081
TAWKOS;0.3676;0.6797;0.5621
TAWLOT;0.8116;0.3636;0.1851
TAWZEX;0.2279;0.4563;0.555
TAXMOV;0.1589;0.2934;0.2033
TAXMUB;0.5126;0.787;0.3107
TAXNAI;0.2384;0.4734;0.1646
TAXQUH;0.1534;0.2949;0.4965
TAXTES;0.0869;0.1485;0.1752
TAXTES02;0.0892;0.1512;0.1762
TAXTES03;0.0871;0.1591;0.1743
TAYMUB;0.2348;0.4896;1.3708
TAZNAK;0.8706;0.2183;0.7941
TBHPFE;0.1526;0.6792;0.8503
TBPCFE;0.079;0.1616;0.593
TBUFER01;0.0963;0.1419;0.2922
TCDFEC10;0.103;0.1942;0.306
TCFCPC;0.1205;0.4578;0.3999
TCIMFE;0.1707;0.2658;0.6261
TCIOCD10;0.1783;0.2758;1.2426
TCTAFE;0.3668;1.3294;0.9088
TDOLFE;0.2131;0.3229;0.461
TEBDAF;0.1962;0.3899;2.5411
TEBLAN;0.2886;0.7906;0.7017
TEBLAP;0.6294;0.6301;0.7473
TEBLAP01;0.6218;0.5647;0.8776
TEBLOB01;0.2347;0.4787;0.4
TECGAL;0.648;0.8188;0.4473
TECWIH;0.9859;0.5569;0.2771
TEDBOW;0.2405;0.5447;0.3261
TEDGIS;0.1261;0.2208;0.7882
TEDGOY;0.6978;0.4855;1.1911
TEFWAE;0.4704;0.3062;0.8354
TEGFAP;0.2041;0.5004;0.5034
TEGMEY;0.5416;0.5464;0.6531
TEGQEB;0.145;0.2058;0.1552
TEGQEB01;0.1455;0.2068;0.1507
TEHKAV;0.1236;0.2808;0.6831
TEHKEZ;0.1367;0.1308;0.0085
TEHKID;0.1449;0.1409;0.1335
TEJXAH;0.1036;0.3571;0.4948
TEJXEM;0.2332;0.2011;0.8084
TEKHIC;0.4769;0.3801;0.6807
TEKHOI;0.682;0.4337;0.8508
TELHIB;0.4448;0.4881;0.9062
TELHOH;0.4335;0.2273;0.7563
TEMKUR;0.5195;0.6608;0.6503
TENHOJ;0.7537;0.8702;0.9067
TENHOL01;0.1184;0.3897;0.972
TENPAD;0.4266;0.4663;0.8869
TENPAD01;0.4266;0.4663;0.8869
TETFAZ;0.15;0.2448;0.2289
TEVDUU;0.4618;0.5147;0.5053
TEVNEO;0.3506;0.5662;1.1944
TEVQOC;0.1569;0.3849;1.1971
TEVRAP;0.4095;0.3242;1.3693
TEVRIX;0.3762;0.4251;1.0081
TEVROD;0.8429;0.9824;1.1447
TEVRUJ;0.3812;0.3591;1.1942
TEVSEU;0.2242;0.3576;1.1758
TEWQAN;0.2594;0.352;0.3625
TEXNOB;0.6303;0.4006;1.0791
TEYMUH;0.375;0.1897;0.4661
TEYQEU;0.2043;1.1081;0.9751
TIDBIS;0.312;0.5526;0.7614
TIDCAL;0.4465;0.4874;0.7657
TIDGOE;1.0509;1.4682;0.4566
TIDMOI;0.4762;0.7353;0.8733
TIDNOJ;1.0892;1.0585;1.2035
TIDYOW;0.3778;0.4853;0.195
TIDYOW01;0.3845;0.4883;0.2014
TIFYIR;0.6471;0.3228;0.4451
TIHSUA;0.2538;1.5465;0.492
TIJBUK;0.3541;0.3627;0.9946
TIJGUQ;0.2243;0.5836;0.8691
TIJHAX;0.1274;0.7896;0.4365
TIKCUN;0.8404;1.102;0.4649
TILBOF;0.1791;0.3012;0.8325
TILLIJ;0.2653;0.4482;0.7411
TILMUX;0.2902;0.2027;0.4793
TILNAE;0.2678;0.2264;0.6625
TILNEI;0.5198;0.5725;0.5924
TILNIM;0.4919;0.5433;0.4845
TINSUG;0.2263;0.2912;0.1891
TIPYOH;0.3122;1.8005;1.6353
TIQNEM;0.8254;0.7905;1.8582
TIQSOC;0.4483;0.8801;0.5727
TIRFAC;0.2369;0.4398;0.3664
TISHEK;0.8333;1.0367;1.4522
TITKAJ;0.4436;1.7845;1.7078
TITMEP;0.3972;0.7012;0.4082
TITVUP;1.0848;0.3856;1.2396
TITWIE;0.3582;0.5824;1.0416
TIVNAN;1.5971;0.5239;0.4192
TIVNAN01;1.6596;0.298;0.2125
TIWPOF01;0.1819;0.4784;0.3139
TMAFEC01;0.1891;1.1707;0.5918
TOBJEA;0.6906;1.0441;1.8759
TODXOB;0.6227;0.8339;0.9195
TOKSER;0.518;0.4582;1.6919
TOLQEQ;0.2958;0.2946;0.5886
TOLQIU;0.3551;0.8565;0.5701
TOLRIV;0.1985;0.5733;1.1201
TOMSIY;0.7824;0.7236;1.4126
TOPTEY;0.2757;0.4431;1.0026
TOPTIC;0.1247;0.38;1.0989
TOPTUO;0.1523;0.346;0.9719
TOQDAE;0.1874;0.1994;0.3003
TOQPOG;1.5646;2.9178;1.7613
TORCIO;0.2163;0.2201;0.3255
TORLOB;0.1696;0.4575;0.4193
TORXON;0.2081;0.2184;0.1758
TOTBAF;0.2921;1.2226;1.7579
TOTPEX;0.5063;0.833;0.859
TOTQEY;0.8192;1.0219;0.9697
TOTQIC;0.5242;0.8125;0.4275
TOTQOI;0.4021;0.6302;0.5171
TOTQUO;0.5967;0.4953;0.5969
TOTTAX;0.5587;0.2264;0.644
TOTTEB;0.5013;0.3617;0.3153
TOXBAJ;0.809;0.5574;1.0033
TPBUFC01;0.3509;0.5775;0.3285
TPORFE01;0.6472;0.4146;0.9191
TPYFEC;0.2655;0.239;1.0621
TROICO01;0.1001;0.2408;1.1697
TTMFER;0.2668;0.2773;0.3845
TUCWIY;0.2474;1.3556;0.9485
TUDKUY;0.2576;0.3006;0.2862
TUDVAP;0.3193;0.2118;0.7739
TUFZID;0.2331;0.267;0.8546
TUGXOK;0.1734;0.2057;0.8348
TUGXUQ;0.2168;0.2363;0.8652
TUGYEB;0.4045;0.3446;0.8285
TUHVAU;0.4537;1.7459;1.5291
TUHVEY;0.8091;1.4031;0.6914
TUHVIC;0.3108;0.6564;0.9266
TUJDEI;1.3671;0.4531;0.5215
TUJVIE;0.431;0.4753;0.3339
TUKXIG01;0.1607;0.3877;0.4863
TULFAJ;0.2023;0.6622;0.7662
TULJOZ;1.1785;0.3558;1.9279
TULQOH;0.5221;0.7564;0.6578
TUNKAP;0.3392;0.6343;1.4241
TUNMAQ;0.3417;0.7066;0.2494
TUNMAS;0.4205;0.5789;0.4953
TUQGER;0.1541;0.1323;0.1809
TURCUE;0.1777;0.7671;0.516
TURHIY;0.1822;0.4267;0.3474
TURHOE;0.2654;1.3872;0.317
TURTIK;0.4736;0.2703;0.4988
TURTUW;0.214;0.1816;0.57
TUTBIV;0.3593;0.3347;1.2243
TUTGUK;0.2945;0.581;1.8401
TUTHAR;0.392;1.2317;1.3911
TUTNIH;0.3133;0.3504;0.9735
TUTNUT;0.364;0.3987;0.4806
TUTPIJ;0.2054;0.4583;0.5883
TUVLEB;1.0358;0.6586;1.2236
TUZNOT;0.497;0.4198;0.9852
UBETAY;0.2515;0.3848;0.3751
UBEVOP;0.3405;0.5536;0.3652
UBEXOQ;0.3083;0.8924;0.8053
UBOPEJ;0.6545;0.598;0.3127
UBOPOT;0.6243;0.5311;0.2865
UBOWEN;0.4907;0.7674;0.6278
UCAYUT;0.1856;0.682;1.3336
UCEDOY;0.124;0.3229;0.3562
UCEDUE;0.1212;0.3094;0.393
UCIVEH;0.5167;0.3589;0.9452
UCIVIL;0.7035;0.646;1.0486
UCIWEL;0.5372;1.4062;1.9697
UCOMUV;0.4843;0.6691;1.0948
UCUJUZ;0.7039;0.626;0.7184
UCULUA;0.6212;0.3951;0.5582
UCUMUB;0.3866;1.6966;0.5948
UCUSIW;0.7968;0.8105;0.7835
UDEJES;0.5159;0.8928;0.357
UDOHOL;1.3449;0.9699;0.3828
UDOHUR;0.4078;2.2376;0.1806
UDUJAF;0.231;0.2717;0.4769
UDUMEL;0.3495;0.469;0.8746
UDUYOJ;0.9086;0.7712;0.8928
UDUZOJ;0.1545;0.2991;0.3873
UFELEX;0.225;0.3671;1.559
UFEQED;0.4297;0.2634;0.8517
UFIHIA01;0.2064;0.322;0.2476
UFOJUV;0.5457;1.1229;0.8563
UFOJUV01;0.5411;1.1239;0.8509
UFOKAC;0.3443;0.4098;1.0
UFOKOQ;0.991;1.3426;1.1198
UFONIM;0.1491;0.2195;0.5615
UFOSIT;0.8146;0.7497;0.6936
UFOSOZ;0.2884;0.2458;0.7055
UFOTAM;0.7989;0.9259;0.9671
UFOTIU;0.6043;0.3731;0.6815
UFOWIX;0.3926;0.2934;0.1771
UFUBEC;0.3223;0.7299;0.6334
UFUBIG;0.5555;0.7683;0.4223
UFUBUS;0.2549;0.8226;0.5432
UFULUD;0.1469;0.6921;0.5854
UFUVAT;0.3228;0.8845;0.5346
UGAFUE;0.2231;0.3523;0.2343
UGAHAN;0.6736;0.5534;0.14
UGAHER;0.1135;0.6504;0.3001
UGALAQ;0.2466;0.3754;0.2704
UGAVIH;0.1679;0.431;0.5688
UGEKEY;0.1852;0.4803;0.2756
UGEWUY;0.0682;0.1217;0.1443
UGEXAF;0.1288;0.1377;0.2755
UGEZAH;0.2389;0.3068;1.2524
UGEZEL;0.4592;0.6825;1.4518
UGEZUB;0.3756;0.4368;1.392
UGIPAD;0.2491;0.1688;0.5239
UGIYUG;0.2982;0.3667;0.9405
UGOLEH;0.3552;0.3157;0.4761
UGONUA;3.9243;0.7662;0.4536
UGUCIK;0.5745;0.623;0.7872
UGUCOQ;0.3203;0.3934;0.6873
UHEDES;0.0976;0.1072;0.3049
UHEDUG;0.7068;0.3422;0.4684
UHEFAO;0.7205;0.7833;1.0942
UHEFOC;0.4549;0.5313;0.4785
UHEGOD;0.3472;0.3444;0.4146
UHEHOE;0.2727;0.2462;1.2034
UHUBUV;0.1399;0.3076;0.6098
UJALEY;0.1058;0.3822;1.1626
UJALIB;0.7241;1.0979;1.8155
UJALOH;0.3362;0.474;0.9966
UJALUN;0.3475;0.9201;1.0389
UJAVIK;0.4622;0.6014;0.7233
UJEXEM;0.0842;0.941;0.1835
UJEXEM01;0.0847;0.9375;0.2037
UJIMOP;0.2693;0.8013;1.4423
UJOYEX;1.3399;0.951;0.4725
UJOYEX01;1.3644;0.9554;0.5133
UJOYIB;0.891;2.0426;0.3568
UJUCOT;0.4066;0.563;0.4234
UKOLAJ;0.1042;0.1644;0.3281
UKOLEM;0.4983;0.9961;1.0254
UKOLIQ;0.2072;0.2896;1.9466
ULAHIY;0.1962;0.2333;0.5293
ULANAX;0.2852;0.3274;1.3937
ULANEB;0.5254;1.1603;1.3254
ULEBIW;0.185;0.1958;0.8705
ULEBOC;0.2115;0.2041;0.4654
ULEBOC01;0.2321;0.222;0.9711
ULEBUI;0.3227;0.4151;0.4913
ULEVOW;0.1565;0.2105;2.3504
ULODIJ;0.3105;0.3091;0.2772
ULODIJ01;0.1892;0.1717;0.1897
ULODUV;0.3569;0.3425;0.3114
ULOVAU;0.7218;0.7154;0.7349
ULOVEY;0.3664;0.4807;0.9264
ULOVUO;0.5478;0.4769;0.7954
ULOXUQ;0.4535;0.6258;0.8346
UMAMAW;0.6419;0.4862;0.8867
UMATEI;0.1176;0.2854;0.9612
UMAZIS;0.7253;0.8648;1.4148
UMEDEW;0.1578;0.1956;0.3611
UMEWAK;0.3475;0.305;0.6475
UMIBEX;0.035;0.1136;0.304
UMIHOO;0.2907;0.534;0.311
UMIJEF;0.4639;0.8804;0.8912
UMIJIK;0.2396;0.1891;0.3998
UMOJUC;0.2303;0.3463;0.9516
UMUROJ;0.4175;0.5549;1.032
UNADIW;0.7947;0.9353;1.5037
UNAQEF;0.2379;0.4061;1.8934
UNETIR;0.1371;0.1625;0.1686
UNETOX;0.2231;0.627;0.5689
UNUBOW;0.1167;0.386;0.4584
UPIFUV;1.1376;0.964;1.7032
UPIGEG;0.8881;0.5772;0.9602
UPUNEZ;0.1011;0.4376;0.4122
UQOHIT;0.3622;0.3652;0.7926
UQUDEQ;0.2763;0.2115;0.1642
UQUDIU;0.47;0.9208;0.4292
UQUSOP;0.3474;0.7306;0.5671
URESAN;0.294;0.4208;0.1724
UROBAF;0.3689;0.2755;0.4206
UROBEJ;0.3679;0.2755;0.4191
UROYEH;0.5533;0.3818;0.3697
USIKUD;0.1656;0.5926;0.3345
USIMOA;0.1142;0.4387;0.7333
USUDIX;0.4775;0.497;0.5575
USULOL;0.0768;0.9694;1.0122
USURAC;0.173;0.2475;0.7163
USUREG;0.1898;0.3576;0.413
USURIK;0.2523;0.5136;0.3704
USUVEK;0.3747;0.7347;1.5531
USUVIO;0.2491;1.2187;1.2865
USUVOU;0.4094;0.3995;1.4133
UTETUK;0.1283;0.1539;0.208
UTISOH;0.5885;0.8575;1.0976
UTITAU;0.5107;0.6081;1.1606
UTITEY;0.6102;0.7058;2.0812
UTITIC;0.2292;0.4059;0.6475
UTITOI;0.2135;0.6207;0.9339
UVAGOO;0.4686;1.0469;1.5781
UVIRUN;0.1401;0.1521;0.3394
UVISAU;0.123;0.2506;0.282
UVUCEU;0.2853;0.3414;0.9022
UWACOM;0.3022;0.4839;1.0807
UWADAZ;0.2544;0.283;1.7471
UWALEK;0.3789;0.4371;0.8949
UWOCUF;0.5306;0.5914;0.5981
UWODAM;0.1704;0.4091;0.7458
UWOXUA;0.2696;0.2079;1.147
UXABAX;0.774;0.7893;0.1112
UXABIF;0.3115;0.14;0.1204
UXEZUU;0.1262;0.1792;0.4394
UXOHEW05;0.4632;0.3117;0.3998
UXUGIF;0.5431;0.5845;0.8755
UXUHOM;0.2055;0.3659;0.5739
UYAHOT;0.117;0.2571;0.3138
UYAHUZ;0.24;0.3984;0.4484
UYAJAH;0.2256;0.3783;0.4399
UYEPEV;0.9243;0.8788;0.3869
UYEPIZ;0.3568;0.471;0.3931
UYEQUM;0.7503;0.8717;0.8682
UYERAT;0.6244;0.2152;1.4319
UYEVAX;0.3444;0.3157;0.5373
UYEVIF;0.4675;0.5339;1.2505
UYIHAN;0.1607;1.6327;0.299
UYIHER;0.2141;0.415;0.1422
UYIHIV;0.1512;0.4628;0.1695
UYIKEU;0.3109;1.0216;0.4053
UYOQEG;0.5462;0.3423;0.8545
UYUBIA;0.4225;0.7618;1.3369
UZASOE;0.269;0.4135;1.4382
UZAXUQ01;1.7315;0.8984;1.5322
UZELAN;0.4817;0.4876;0.7455
UZICUD;0.231;0.5324;1.0458
UZODAP;0.1016;0.4969;0.8631
UZODET;0.1436;0.2979;1.4383
UZOMEC;0.3299;0.1928;0.4073
UZOMEC01;0.3228;0.195;0.4002
UZONON;0.8661;0.388;0.9102
UZONUT;0.0845;0.1587;0.185
UZOSUZ;0.3779;0.3508;0.4894
VABFEM;0.2258;0.5543;0.3399
VACBOR;0.3185;0.8203;0.9041
VACBUX;0.2957;0.6327;0.8126
VACCAE;0.2341;0.26;1.517
VACCEI;0.0841;0.2637;0.8914
VACCIM;0.2647;0.2546;0.5005
VACFUA;0.3349;0.3363;0.2875
VACJAN;0.3772;0.253;0.4922
VACJER;0.2284;0.2365;0.5818
VACRID;0.371;0.4056;0.8725
VACWOL;0.2842;0.4476;1.0338
VADNOF;1.106;1.0797;1.1826
VADPEV;0.0846;0.1353;0.2684
VAFTOM;0.1021;0.3563;0.5191
VAFYIK;0.3921;0.4303;0.5114
VAGBUA;0.5612;0.9452;1.509
VAHMEW;0.1047;0.2651;0.3648
VAJYOV;0.1736;0.8059;0.8828
VAJZEO;0.3005;0.79;1.3004
VAKDUG;0.2796;0.2795;0.5382
VALDUK;0.2862;0.3364;2.157
VAMHID;0.4002;0.7631;0.2231
VANMAB;1.0896;1.1292;0.4728
VANREJ;1.2765;0.5284;0.7898
VANZIW;0.7298;0.8847;1.8954
VANZOC;0.0714;0.2579;1.0571
VAPNEF;0.2308;0.5548;0.3661
VAPTIR;0.4472;0.3721;0.3558
VAPVEQ;0.2325;0.3829;1.0779
VAPWAM;0.3932;0.6659;0.4484
VAPWAN;0.1538;0.4357;1.0274
VAQDUO;0.0793;0.4913;0.5353
VASMAE;0.1584;0.2423;0.8701
VASYOF;0.6619;0.4839;0.5413
VASYUL;0.5554;0.2301;0.6095
VASZEW01;0.6178;0.5032;0.736
VATDEZ;0.2933;0.6473;0.4705
VAVBOJ;0.2037;0.659;0.8796
VAVBOJ10;0.2039;0.6592;1.1029
VAVGOO;0.2867;2.0203;2.0314
VAWZIC;0.4236;0.352;1.0463
VAXDEF;0.2146;0.6759;0.6267
VAXVUM;0.6868;0.7691;0.6999
VAXWOH;0.6046;0.654;0.7969
VAYDII;1.1145;0.6791;1.4809
VAYVUM;0.1656;0.4533;0.7747
VAYXOL;0.1996;0.2546;1.3841
VAYYIG;0.4089;0.4289;1.2201
VAZDOR;0.6917;0.321;1.0166
VAZFEJ;0.3312;0.2932;1.0466
VAZPER10;0.3625;0.9641;0.7768
VAZWAX;0.6048;0.8595;1.0699
VAZZUU;0.3078;0.2877;0.8837
VEBSEA;0.7416;0.6827;1.1292
VEBWAA;0.3832;0.5584;0.8768
VECXIN;0.1737;0.2283;0.3655
VECXOT;0.2208;0.257;0.4743
VECYAG;0.4355;0.5118;0.5951
VECYIO;0.1815;0.2873;0.6466
VEDYUY;0.1707;0.3187;0.4071
VEFDIU;0.4644;0.5377;0.9284
VEFVAE;0.0928;0.1589;0.4165
VEFWIN;0.1173;0.3068;0.2561
VEFXEK;0.8938;0.577;0.7256
VEFYIQ;0.3673;2.0077;0.5087
VEFZAK;0.2728;0.4237;0.4296
VEGFET;0.1324;0.2632;0.3599
VEGHEW;0.5371;2.2763;1.5916
VEGYIQ;0.4713;0.5134;0.4684
VEGYOW;1.2591;1.1604;0.6678
VEHGAR;0.2484;0.4627;0.9426
VEHHUL;0.1311;2.1796;0.6268
VEHPON;1.152;1.0295;0.9519
VEJHUP;0.325;0.4305;0.5211
VEJHUP01;1.0876;1.034;1.0802
VEKNAA;0.5927;0.99;0.9174
VEKNUX;0.5402;0.3461;0.8872
VEKYUG;0.1561;0.4966;0.3777
VELNEH;0.1931;0.4399;0.2707
VELVIR;0.4137;0.4796;1.1949
VEMXUG;0.6236;0.4596;0.3282
VENBOG;0.1765;0.2282;0.7444
VENDEY01;0.1312;0.3427;0.1678
VENFEA;0.2337;0.5157;0.3441
VENTUE;0.7312;0.4314;0.3086
VENZIY;0.1708;0.3513;1.3804
VESMOX;0.3104;0.2197;0.3501
VETBAX;0.1148;1.3279;1.0902
VEVDOP;0.3188;0.4861;0.9679
VEWTIC;0.2017;0.3447;0.2923
VEWTOH;0.2646;0.4139;0.6175
VEWVEA;0.4305;1.4694;0.7664
VEWWAW;0.2593;0.2815;0.629
VEXKAK;0.2119;0.3547;0.3935
VEXWOL;0.4446;0.8604;1.3497
VEYHOX;0.3216;0.8672;1.2057
VEYPAS;0.3365;0.4093;0.5951
VEZNET;0.1624;0.1826;0.3627
VEZPUM;0.5184;1.3185;2.2532
VIBCUF;0.1677;0.4235;0.5544
VIBDEQ;0.4035;0.6353;0.814
VIBDUH;0.6135;1.2012;0.2922
VIBFET;0.2011;1.2886;0.2388
VIBFIX;0.2753;1.4151;0.3154
VIBFOD;0.1873;0.1492;0.29
VIBFUJ;0.2016;0.9697;0.8809
VIBGAQ;0.1222;1.3381;0.7407
VICCAM;0.7116;0.3697;0.2333
VICKUN;0.1684;0.3991;0.5886
VICLAU;0.165;0.3258;0.4439
